Price,Close,High,Low,Open,Volume
Ticker,AVY,AVY,AVY,AVY,AVY
Date,,,,,
2025-01-02,183.30999755859375,189.17999267578125,182.83999633789062,187.6199951171875,620700
2025-01-03,185.08999633789062,185.39999389648438,181.99000549316406,183.4499969482422,915300
2025-01-06,188.0399932861328,189.85000610351562,185.2899932861328,185.2899932861328,823900
2025-01-07,186.69000244140625,191.24000549316406,186.1199951171875,188.25,485800
2025-01-08,187.7100067138672,187.8800048828125,184.55999755859375,185.80999755859375,405600
2025-01-10,184.86000061035156,187.00999450683594,184.6999969482422,185.35000610351562,431400
2025-01-13,187.9600067138672,188.1699981689453,184.4199981689453,184.4600067138672,560800
2025-01-14,189.30999755859375,189.99000549316406,187.75,189.0500030517578,516600
2025-01-15,190.22999572753906,193.5500030517578,189.6199951171875,191.9600067138672,628700
2025-01-16,191.24000549316406,191.3699951171875,189.5399932861328,190.32000732421875,382500
2025-01-17,191.32000732421875,193.22000122070312,190.75999450683594,192.25,623800
2025-01-21,192.5,193.97000122070312,191.47000122070312,192.17999267578125,879600
2025-01-22,190.52999877929688,192.4499969482422,190.0500030517578,191.19000244140625,597300
2025-01-23,193.36000061035156,193.44000244140625,189.61000061035156,190.52999877929688,675400
2025-01-24,191.52000427246094,194.52999877929688,190.9499969482422,193.42999267578125,682000
2025-01-27,195.91000366210938,195.9199981689453,191.11000061035156,192.58999633789062,823600
2025-01-28,193.3000030517578,196.41000366210938,192.88999938964844,195.14999389648438,661600
2025-01-29,192.91000366210938,194.75,192.3300018310547,192.8800048828125,1066900
2025-01-30,182.49000549316406,187.1199951171875,179.1999969482422,187.0399932861328,2345200
2025-01-31,185.72999572753906,188.3300018310547,184.4600067138672,184.6999969482422,1500400
2025-02-03,183.33999633789062,184.02000427246094,180.5,182.4600067138672,1023500
2025-02-04,182.6199951171875,184.2100067138672,182.27999877929688,184.2100067138672,725900
2025-02-05,184.6300048828125,184.9600067138672,181.17999267578125,183.1199951171875,940800
