Price,Close,High,Low,Open,Volume
Ticker,ADM,ADM,ADM,ADM,ADM
Date,,,,,
2025-01-02,50.220001220703125,51.25,50.15999984741211,51.02000045776367,2003700
2025-01-03,50.04999923706055,50.45000076293945,49.869998931884766,50.15999984741211,1984400
2025-01-06,49.630001068115234,51.040000915527344,49.529998779296875,50.400001525878906,2304500
2025-01-07,49.43000030517578,50.45000076293945,49.38999938964844,49.790000915527344,2147400
2025-01-08,49.84000015258789,50.08000183105469,48.400001525878906,49.0099983215332,3493600
2025-01-10,51.09000015258789,51.52000045776367,49.619998931884766,49.689998626708984,4497600
2025-01-13,52.119998931884766,52.540000915527344,51.099998474121094,51.459999084472656,4102600
2025-01-14,51.189998626708984,52.040000915527344,50.779998779296875,51.91999816894531,3063700
2025-01-15,51.13999938964844,52.0,51.09000015258789,51.56999969482422,2773500
2025-01-16,51.0099983215332,51.18000030517578,50.36000061035156,51.09000015258789,2051200
2025-01-17,51.290000915527344,51.650001525878906,50.959999084472656,50.959999084472656,3234800
2025-01-21,51.220001220703125,51.7400016784668,50.90999984741211,51.16999816894531,3062400
2025-01-22,50.52000045776367,50.91999816894531,50.310001373291016,50.86000061035156,3053100
2025-01-23,50.65999984741211,50.93000030517578,50.310001373291016,50.7599983215332,2278200
2025-01-24,50.5099983215332,50.93000030517578,50.220001220703125,50.630001068115234,2737400
2025-01-27,52.16999816894531,52.34000015258789,51.209999084472656,51.40999984741211,3437900
2025-01-28,50.59000015258789,52.29999923706055,50.540000915527344,52.06999969482422,2450700
2025-01-29,51.65999984741211,52.11000061035156,50.43000030517578,50.45000076293945,3468000
2025-01-30,51.66999816894531,52.0,51.380001068115234,51.84000015258789,2393800
2025-01-31,51.22999954223633,51.72999954223633,50.84000015258789,51.439998626708984,6847800
2025-02-03,50.02000045776367,51.02000045776367,49.97999954223633,50.880001068115234,4491000
2025-02-04,47.4900016784668,48.70000076293945,47.459999084472656,48.5,7220100
2025-02-05,46.45000076293945,47.5099983215332,45.13999938964844,47.4900016784668,7418800
